137.026514,36.457882
137.026396,36.457899
137.026219,36.457851
137.026042,36.457708
137.025954,36.457523
137.026006,36.457333
137.026087,36.457118
137.026073,36.456891
137.02597,36.456683
137.025808,36.456504
137.025609,36.456229
137.025602,36.456056
137.025684,36.455842
137.025803,36.455736
137.025995,36.455515
137.026055,36.455205
137.025937,36.454925
137.025783,36.454639
137.025672,36.454454
137.025577,36.454305
137.025606,36.454132
137.025644,36.453882
137.025548,36.453691
137.025342,36.453553
137.025025,36.453475
137.024884,36.453529
137.024596,36.453636
137.02436,36.453683
137.024109,36.453629
137.023925,36.453504
137.023822,36.453271
137.023815,36.453056
137.023773,36.452055
137.023699,36.451804
137.023508,36.451673
137.023279,36.451607
137.0226,36.451761
137.021854,36.451927
137.02164,36.451909
137.021043,36.451676
137.020357,36.451395
137.019974,36.451233
137.019827,36.451114
137.019739,36.450679
137.019649,36.450408
137.019509,36.450104
137.019487,36.449865
137.019488,36.449549
137.019377,36.449442
137.019178,36.449334
137.019068,36.449197
137.018951,36.448833
137.018789,36.448708
137.0187,36.448636
137.018627,36.448428
137.018501,36.448338
137.018169,36.448326
137.017683,36.448104
137.017285,36.447794
137.017054,36.447539
137.016753,36.447074
137.016392,36.446835
137.016318,36.446662
137.016238,36.446465
137.016024,36.446197
137.015663,36.445785
137.015575,36.445487
137.015251,36.445063
137.015289,36.444741
137.015332,36.444451
137.015214,36.444337
137.014919,36.444277
137.014558,36.444116
137.01427,36.44399
137.014123,36.443799
137.013696,36.443286
137.013203,36.442713
137.012923,36.442343
137.012908,36.441969
137.013035,36.441224
137.012969,36.440848
137.012675,36.440431
137.01227,36.439971
137.01202,36.439589
137.011976,36.439369
137.011988,36.439012
137.011768,36.438636
137.011532,36.438379
137.011112,36.438081
137.010581,36.437943
137.009933,36.437352
137.009484,36.436713
137.009045,36.436328
137.008847,36.436119
137.008803,36.435862
137.008723,36.43529
137.008598,36.434932
137.00843,36.434282
137.008267,36.433584
137.008202,36.433208
137.007827,36.432332
137.007579,36.431318
137.007431,36.431099
137.007151,36.430723
137.006629,36.430126
137.005936,36.429618
137.005502,36.429147
137.004913,36.428352
137.004664,36.427774
137.004393,36.426915
137.004173,36.426104
137.003734,36.424581
137.003743,36.424056
137.003995,36.423317
137.004084,36.420676
137.003289,36.419506
137.00262,36.418432
137.002481,36.417986
137.002224,36.417651
137.001184,36.417292
137.000867,36.417197
137.000705,36.417065
137.000573,36.416761
137.000375,36.416349
137.000169,36.416248
136.999704,36.416092
136.999729,36.416431
136.999846,36.416621
137.000038,36.416765
137.000214,36.416968
137.000332,36.417194
137.000464,36.417421
137.000552,36.417672
137.000611,36.417982
137.00061,36.418208
137.000624,36.418399
137.000697,36.418769
137.001035,36.419663
137.001167,36.420105
137.001313,36.420463
137.001579,36.420947
137.001711,36.42115
137.001769,36.421949
137.001768,36.422247
137.00162,36.422557
137.001457,36.422903
137.001117,36.423296
137.00088,36.423558
137.000407,36.423843
136.999964,36.423974
136.999315,36.424092
136.998415,36.424091
136.997604,36.423982
136.99669,36.423814
136.995849,36.423586
136.995112,36.423371
136.992975,36.422745
136.992091,36.422518
136.991235,36.422552
136.989833,36.422669
136.988136,36.422881
136.987339,36.423035
136.98638,36.423081
136.985923,36.423057
136.984277,36.422999
136.983457,36.422984
136.983132,36.423032
136.982778,36.423067
136.982409,36.423233
136.98232,36.4234
136.982333,36.42402
136.982244,36.424401
136.982155,36.424652
136.981948,36.424818
136.98149,36.425056
136.981401,36.425115
136.981282,36.425485
136.981105,36.425723
136.981045,36.425878
136.981045,36.425961
136.981251,36.426129
136.981368,36.426701
136.981338,36.427059
136.981086,36.427404
136.980701,36.427821
136.980583,36.427892
136.980111,36.427999
136.979786,36.428082
136.979638,36.428177
136.979697,36.428308
136.979888,36.428535
136.979976,36.428702
136.980017,36.428868
136.980091,36.428988
136.980253,36.429119
136.980282,36.42931
136.980223,36.429381
136.980016,36.429441
136.979692,36.429428
136.979441,36.429428
136.979116,36.429368
136.979042,36.429368
136.978614,36.429451
136.978187,36.429354
136.977877,36.42939
136.977729,36.429485
136.977846,36.429819
136.977816,36.429974
136.97758,36.430295
136.977668,36.430474
136.977682,36.430629
136.977667,36.430892
136.977843,36.431297
136.977872,36.431381
136.977827,36.431524
136.977739,36.431619
136.977635,36.431643
136.977488,36.431654
136.97737,36.431678
136.976971,36.431856
136.97672,36.431904
136.976572,36.431975
136.976408,36.43263
136.976349,36.432857
136.976363,36.433083
136.97651,36.433465
136.976597,36.43405
136.976522,36.434324
136.976507,36.434395
