136.881632,36.587913
136.881853,36.588057
136.882671,36.588756
136.883112,36.589527
136.883444,36.589545
136.884577,36.589119
136.884643,36.589137
136.885039,36.59005
136.885608,36.592072
136.886112,36.593772
136.886594,36.59549
136.886878,36.596667
136.88703,36.597436
136.887027,36.598152
136.887291,36.598886
136.887617,36.600675
136.887906,36.600514
136.887906,36.600514
136.889443,36.599754
136.890508,36.59978
136.892579,36.600071
136.89332,36.600037
136.894579,36.599658
136.896091,36.599052
136.897795,36.598459
136.899838,36.598153
136.903984,36.597517
136.907065,36.596974
136.907798,36.596868
136.908583,36.596619
136.909487,36.596215
136.910051,36.595786
136.912302,36.595278
136.913798,36.594934
136.916316,36.594175
136.916112,36.593207
136.916098,36.592897
136.915911,36.591212
136.919687,36.590551
136.921465,36.589957
136.922829,36.588981
136.922637,36.588837
